unigram	count	topics_list_with_scores
bottom	106	[(0.11320754716981132, 165), (0.09433962264150944, 130), (0.09433962264150944, 18), (0.08490566037735849, 56), (0.08490566037735849, 52), (0.0660377358490566, 164), (0.05660377358490566, 194), (0.05660377358490566, 153), (0.05660377358490566, 87), (0.05660377358490566, 77), (0.05660377358490566, 50), (0.04716981132075472, 57), (0.03773584905660377, 113), (0.02830188679245283, 123), (0.018867924528301886, 162), (0.018867924528301886, 147), (0.018867924528301886, 96), (0.009433962264150943, 127)]
stat.rice.edu	8	[(1.0, 17)]
geczy	16	[(1.0, 177)]
canaletto	8	[(0.875, 85), (0.125, 171)]
kilgore	10	[(1.0, 78)]
buveurs	5	[(1.0, 40)]
dennis.a.cornwell@usa.conoco.com	8	[(1.0, 103)]
mbd	17	[(0.47058823529411764, 16), (0.35294117647058826, 75), (0.17647058823529413, 172)]
marshall	111	[(0.8018018018018018, 91), (0.05405405405405406, 173), (0.05405405405405406, 137), (0.04504504504504504, 76), (0.036036036036036036, 161), (0.009009009009009009, 42)]
mba	382	[(0.193717277486911, 78), (0.17277486910994763, 18), (0.1099476439790576, 116), (0.10732984293193717, 20), (0.08376963350785341, 108), (0.04712041884816754, 46), (0.04450261780104712, 196), (0.04450261780104712, 65), (0.03926701570680628, 86), (0.03664921465968586, 194), (0.03664921465968586, 111), (0.02617801047120419, 94), (0.01832460732984293, 85), (0.015706806282722512, 181), (0.015706806282722512, 39), (0.005235602094240838, 40), (0.002617801047120419, 162)]
colloton	6	[(1.0, 188)]
verde	21	[(0.6190476190476191, 41), (0.19047619047619047, 168), (0.19047619047619047, 28)]
inabilty	8	[(1.0, 175)]
delegation	8	[(1.0, 146)]
congratulations	221	[(0.751131221719457, 56), (0.06787330316742081, 54), (0.04524886877828054, 13), (0.04072398190045249, 43), (0.02262443438914027, 92), (0.01809954751131222, 156), (0.01809954751131222, 60), (0.013574660633484163, 36), (0.00904977375565611, 162), (0.00904977375565611, 84), (0.004524886877828055, 86)]
complications	7	[(0.42857142857142855, 189), (0.2857142857142857, 171), (0.14285714285714285, 148), (0.14285714285714285, 100)]
siurek	11	[(1.0, 10)]
dues	37	[(0.35135135135135137, 150), (0.2972972972972973, 136), (0.1891891891891892, 25), (0.10810810810810811, 109), (0.05405405405405406, 82)]
passenger	8	[(0.5, 100), (0.5, 50)]
funk/hou/ect@ect	6	[(1.0, 107)]
unobserved-components	10	[(1.0, 38)]
kindall@enron	25	[(0.92, 63), (0.08, 135)]
khairuddinbmjaafar@petronas.com.my	26	[(0.5384615384615384, 146), (0.46153846153846156, 124)]
kean/na/enron@enron	17	[(0.35294117647058826, 137), (0.23529411764705882, 13), (0.17647058823529413, 139), (0.17647058823529413, 111), (0.058823529411764705, 86)]
khannas@pge-energy.com	8	[(1.0, 103)]
role	229	[(0.16593886462882096, 192), (0.1222707423580786, 27), (0.08296943231441048, 95), (0.06550218340611354, 191), (0.0611353711790393, 139), (0.056768558951965066, 170), (0.056768558951965066, 163), (0.048034934497816595, 34), (0.043668122270742356, 190), (0.039301310043668124, 151), (0.034934497816593885, 182), (0.034934497816593885, 173), (0.034934497816593885, 150), (0.034934497816593885, 22), (0.034934497816593885, 8), (0.03056768558951965, 106), (0.017467248908296942, 71), (0.013100436681222707, 199), (0.008733624454148471, 61), (0.008733624454148471, 10), (0.004366812227074236, 165)]
vjwindsor@hotmail.com	8	[(1.0, 199)]
roll	29	[(0.41379310344827586, 42), (0.20689655172413793, 106), (0.20689655172413793, 74), (0.10344827586206896, 8), (0.06896551724137931, 152)]
intend	46	[(0.21739130434782608, 0), (0.15217391304347827, 170), (0.13043478260869565, 188), (0.10869565217391304, 96), (0.10869565217391304, 94), (0.08695652173913043, 141), (0.06521739130434782, 160), (0.043478260869565216, 122), (0.043478260869565216, 79), (0.043478260869565216, 30)]
outage	28	[(0.32142857142857145, 168), (0.21428571428571427, 158), (0.17857142857142858, 166), (0.14285714285714285, 145), (0.07142857142857142, 136), (0.07142857142857142, 69)]
intent	32	[(0.25, 175), (0.1875, 97), (0.1875, 4), (0.15625, 132), (0.125, 109), (0.0625, 86), (0.03125, 50)]
variable	26	[(0.38461538461538464, 28), (0.19230769230769232, 127), (0.15384615384615385, 22), (0.11538461538461539, 180), (0.07692307692307693, 58), (0.038461538461538464, 176), (0.038461538461538464, 46)]
loren	5	[(0.6, 107), (0.4, 132)]
mike's	13	[(0.38461538461538464, 9), (0.3076923076923077, 53), (0.15384615384615385, 63), (0.15384615384615385, 52)]
x-originalarrivaltime	13	[(0.5384615384615384, 104), (0.23076923076923078, 113), (0.23076923076923078, 3)]
parsons/enron_development	12	[(1.0, 32)]
decision	385	[(0.12207792207792208, 22), (0.07532467532467532, 170), (0.05974025974025974, 75), (0.05714285714285714, 195), (0.046753246753246755, 10), (0.04415584415584416, 12), (0.03636363636363636, 173), (0.03636363636363636, 149), (0.033766233766233764, 176), (0.033766233766233764, 86), (0.03116883116883117, 167), (0.03116883116883117, 136), (0.03116883116883117, 81), (0.02857142857142857, 67), (0.025974025974025976, 109), (0.025974025974025976, 30), (0.023376623376623377, 175), (0.023376623376623377, 132), (0.023376623376623377, 4), (0.02077922077922078, 151), (0.02077922077922078, 102), (0.01818181818181818, 153), (0.01818181818181818, 57), (0.015584415584415584, 188), (0.015584415584415584, 46), (0.015584415584415584, 39), (0.012987012987012988, 99), (0.012987012987012988, 48), (0.012987012987012988, 27), (0.012987012987012988, 2), (0.01038961038961039, 79), (0.01038961038961039, 56), (0.005194805194805195, 125), (0.005194805194805195, 6), (0.0025974025974025974, 127)]
chaim	6	[(1.0, 149)]
chain	42	[(0.42857142857142855, 138), (0.14285714285714285, 162), (0.11904761904761904, 50), (0.09523809523809523, 1), (0.07142857142857142, 75), (0.047619047619047616, 185), (0.047619047619047616, 167), (0.047619047619047616, 25)]
ford/hou/ect@ect	10	[(0.6, 114), (0.4, 97)]
chair	352	[(0.4403409090909091, 39), (0.13068181818181818, 161), (0.07954545454545454, 163), (0.07386363636363637, 184), (0.04261363636363636, 167), (0.036931818181818184, 61), (0.03409090909090909, 20), (0.03125, 53), (0.028409090909090908, 190), (0.022727272727272728, 142), (0.022727272727272728, 35), (0.022727272727272728, 3), (0.019886363636363636, 11), (0.008522727272727272, 165), (0.005681818181818182, 146)]
vaudoise	6	[(1.0, 106)]
megawatts	45	[(0.5777777777777777, 41), (0.2, 99), (0.15555555555555556, 34), (0.06666666666666667, 28)]
przenioslem	6	[(1.0, 147)]
downloading	14	[(0.42857142857142855, 194), (0.42857142857142855, 3), (0.14285714285714285, 18)]
jere	52	[(0.3269230769230769, 97), (0.2692307692307692, 148), (0.1346153846153846, 114), (0.07692307692307693, 178), (0.07692307692307693, 69), (0.07692307692307693, 56), (0.038461538461538464, 195)]
saldana	8	[(1.0, 159)]
choice	217	[(0.16129032258064516, 150), (0.15668202764976957, 131), (0.10599078341013825, 122), (0.06912442396313365, 67), (0.06451612903225806, 192), (0.06451612903225806, 142), (0.06451612903225806, 121), (0.041474654377880185, 8), (0.03686635944700461, 171), (0.03225806451612903, 193), (0.03225806451612903, 191), (0.027649769585253458, 180), (0.02304147465437788, 57), (0.02304147465437788, 10), (0.018433179723502304, 146), (0.018433179723502304, 112), (0.013824884792626729, 174), (0.013824884792626729, 99), (0.013824884792626729, 81), (0.009216589861751152, 64), (0.009216589861751152, 15)]
stays	8	[(0.375, 195), (0.375, 89), (0.25, 192)]
exact	39	[(0.20512820512820512, 112), (0.1794871794871795, 111), (0.1282051282051282, 74), (0.10256410256410256, 166), (0.10256410256410256, 45), (0.07692307692307693, 107), (0.07692307692307693, 103), (0.05128205128205128, 81), (0.05128205128205128, 58), (0.02564102564102564, 161)]
minute	70	[(0.17142857142857143, 130), (0.11428571428571428, 76), (0.1, 167), (0.1, 79), (0.1, 28), (0.08571428571428572, 162), (0.08571428571428572, 50), (0.05714285714285714, 54), (0.05714285714285714, 4), (0.02857142857142857, 90), (0.02857142857142857, 45), (0.02857142857142857, 11), (0.02857142857142857, 1), (0.014285714285714285, 52)]
temat	20	[(0.4, 143), (0.4, 93), (0.2, 116)]
defaults	10	[(0.5, 180), (0.4, 22), (0.1, 74)]
scem	24	[(0.9166666666666666, 147), (0.08333333333333333, 33)]
shirts	7	[(0.7142857142857143, 14), (0.14285714285714285, 50), (0.14285714285714285, 43)]
excerpts	5	[(0.8, 143), (0.2, 50)]
celebrated	6	[(0.6666666666666666, 63), (0.3333333333333333, 55)]
ground	49	[(0.16326530612244897, 192), (0.16326530612244897, 50), (0.14285714285714285, 109), (0.10204081632653061, 110), (0.10204081632653061, 25), (0.08163265306122448, 171), (0.08163265306122448, 138), (0.08163265306122448, 67), (0.08163265306122448, 56)]
boost	35	[(0.37142857142857144, 151), (0.3142857142857143, 192), (0.14285714285714285, 75), (0.05714285714285714, 186), (0.05714285714285714, 131), (0.05714285714285714, 116)]
vanderbilt	22	[(0.36363636363636365, 118), (0.2727272727272727, 196), (0.18181818181818182, 176), (0.18181818181818182, 156)]
mellacheruvu	47	[(0.9574468085106383, 73), (0.0425531914893617, 10)]
address	1028	[(0.07587548638132295, 164), (0.058365758754863814, 131), (0.04474708171206226, 3), (0.03501945525291829, 7), (0.03501945525291829, 5), (0.03404669260700389, 17), (0.0311284046692607, 8), (0.029182879377431907, 194), (0.029182879377431907, 18), (0.02821011673151751, 197), (0.026264591439688716, 61), (0.026264591439688716, 36), (0.02529182879377432, 192), (0.024319066147859923, 179), (0.024319066147859923, 130), (0.023346303501945526, 39), (0.023346303501945526, 30), (0.02237354085603113, 125), (0.021400778210116732, 149), (0.021400778210116732, 58), (0.020428015564202335, 96), (0.01848249027237354, 138), (0.017509727626459144, 196), (0.017509727626459144, 107), (0.017509727626459144, 10), (0.016536964980544747, 29), (0.01556420233463035, 129), (0.01556420233463035, 111), (0.01556420233463035, 89), (0.01556420233463035, 12), (0.014591439688715954, 183), (0.014591439688715954, 100), (0.01264591439688716, 147), (0.011673151750972763, 186), (0.011673151750972763, 167), (0.010700389105058366, 176), (0.010700389105058366, 163), (0.010700389105058366, 94), (0.010700389105058366, 51), (0.009727626459143969, 188), (0.009727626459143969, 105), (0.007782101167315175, 120), (0.006809338521400778, 171), (0.006809338521400778, 144), (0.006809338521400778, 53), (0.005836575875486381, 182), (0.005836575875486381, 115), (0.005836575875486381, 20), (0.0048638132295719845, 157), (0.0048638132295719845, 67), (0.0029182879377431907, 65), (0.0019455252918287938, 83), (0.0019455252918287938, 50), (0.0009727626459143969, 124)]
enroll	32	[(0.4375, 141), (0.25, 125), (0.125, 11), (0.0625, 185), (0.0625, 121), (0.0625, 82)]
lbcunningham@mail.utexas.edu	9	[(1.0, 12)]
cette	12	[(1.0, 23)]
accomplished	19	[(0.5789473684210527, 170), (0.21052631578947367, 55), (0.10526315789473684, 179), (0.10526315789473684, 58)]
http://go.msn.com/bql/hmtag_itl_en.asp	6	[(0.8333333333333334, 100), (0.16666666666666666, 92)]
narottam	9	[(1.0, 31)]
lewthwaite	6	[(1.0, 36)]
wheelock@rice.edu	12	[(1.0, 37)]
working	1085	[(0.10691244239631337, 170), (0.08663594470046083, 18), (0.07649769585253456, 191), (0.05069124423963134, 190), (0.047004608294930875, 192), (0.03778801843317972, 86), (0.03225806451612903, 33), (0.03225806451612903, 3), (0.027649769585253458, 41), (0.026728110599078342, 197), (0.02488479262672811, 139), (0.023963133640552997, 29), (0.02304147465437788, 131), (0.020276497695852536, 22), (0.01935483870967742, 70), (0.018433179723502304, 155), (0.018433179723502304, 119), (0.017511520737327188, 46), (0.017511520737327188, 24), (0.016589861751152075, 149), (0.016589861751152075, 15), (0.01566820276497696, 111), (0.01566820276497696, 67), (0.014746543778801843, 90), (0.013824884792626729, 182), (0.013824884792626729, 134), (0.012903225806451613, 114), (0.012903225806451613, 89), (0.012903225806451613, 32), (0.011981566820276499, 78), (0.011059907834101382, 156), (0.011059907834101382, 49), (0.010138248847926268, 161), (0.009216589861751152, 199), (0.009216589861751152, 142), (0.009216589861751152, 39), (0.009216589861751152, 37), (0.007373271889400922, 163), (0.007373271889400922, 162), (0.0064516129032258064, 73), (0.0064516129032258064, 48), (0.0064516129032258064, 20), (0.0064516129032258064, 19), (0.0064516129032258064, 12), (0.0064516129032258064, 2), (0.003686635944700461, 153), (0.003686635944700461, 76), (0.0027649769585253456, 0), (0.0009216589861751152, 80), (0.0009216589861751152, 1)]
optimize	13	[(0.38461538461538464, 170), (0.23076923076923078, 133), (0.15384615384615385, 131), (0.15384615384615385, 110), (0.07692307692307693, 31)]
opposed	62	[(0.22580645161290322, 109), (0.12903225806451613, 170), (0.12903225806451613, 12), (0.0967741935483871, 198), (0.0967741935483871, 188), (0.0967741935483871, 52), (0.06451612903225806, 179), (0.03225806451612903, 88), (0.03225806451612903, 42), (0.03225806451612903, 2), (0.016129032258064516, 191), (0.016129032258064516, 150), (0.016129032258064516, 121), (0.016129032258064516, 31)]
gutierrez/hou/ect@ect	8	[(0.75, 79), (0.25, 114)]
roland	10	[(0.4, 192), (0.4, 141), (0.2, 54)]
approving	8	[(0.625, 179), (0.375, 47)]
terman	27	[(0.7407407407407407, 182), (0.25925925925925924, 185)]
bharati	108	[(0.4722222222222222, 80), (0.4166666666666667, 73), (0.1111111111111111, 43)]
riders	6	[(1.0, 112)]
originally	78	[(0.14102564102564102, 195), (0.14102564102564102, 66), (0.1282051282051282, 184), (0.1282051282051282, 48), (0.08974358974358974, 37), (0.07692307692307693, 8), (0.05128205128205128, 139), (0.05128205128205128, 131), (0.05128205128205128, 110), (0.05128205128205128, 31), (0.038461538461538464, 28), (0.02564102564102564, 132), (0.02564102564102564, 69)]
x-lotus-fromdomain	30	[(0.8, 104), (0.2, 113)]
tysnes	6	[(1.0, 13)]
daffin/hou/ect@ect	20	[(1.0, 15)]
admired	5	[(0.8, 54), (0.2, 1)]
locke	9	[(0.6666666666666666, 3), (0.3333333333333333, 157)]
incremental	44	[(0.4772727272727273, 41), (0.18181818181818182, 127), (0.11363636363636363, 105), (0.11363636363636363, 37), (0.06818181818181818, 99), (0.022727272727272728, 192), (0.022727272727272728, 49)]
smith@ees	8	[(0.75, 114), (0.25, 69)]
thanking	6	[(1.0, 139)]
ossa/na/enron@enron	8	[(0.5, 83), (0.5, 1)]
wooddy@rice.edu	10	[(1.0, 37)]
demianen@hydrant.ruf.rice.edu	8	[(1.0, 46)]
conscious	5	[(0.6, 131), (0.4, 55)]
wtorek	9	[(0.7777777777777778, 93), (0.2222222222222222, 40)]
pulled	16	[(0.4375, 8), (0.3125, 96), (0.25, 85)]
tilney	8	[(1.0, 137)]
years	825	[(0.1321212121212121, 18), (0.09333333333333334, 192), (0.04606060606060606, 170), (0.044848484848484846, 198), (0.044848484848484846, 41), (0.03393939393939394, 109), (0.03272727272727273, 50), (0.030303030303030304, 34), (0.02909090909090909, 151), (0.02909090909090909, 76), (0.027878787878787878, 165), (0.027878787878787878, 139), (0.024242424242424242, 27), (0.024242424242424242, 22), (0.02181818181818182, 195), (0.02181818181818182, 126), (0.02181818181818182, 35), (0.02181818181818182, 17), (0.020606060606060607, 138), (0.019393939393939394, 67), (0.01818181818181818, 169), (0.01696969696969697, 181), (0.01575757575757576, 95), (0.014545454545454545, 196), (0.013333333333333334, 46), (0.012121212121212121, 156), (0.012121212121212121, 42), (0.01090909090909091, 132), (0.01090909090909091, 110), (0.01090909090909091, 57), (0.009696969696969697, 194), (0.009696969696969697, 131), (0.009696969696969697, 119), (0.009696969696969697, 106), (0.008484848484848486, 189), (0.007272727272727273, 153), (0.007272727272727273, 150), (0.007272727272727273, 68), (0.006060606060606061, 186), (0.006060606060606061, 146), (0.006060606060606061, 128), (0.006060606060606061, 64), (0.006060606060606061, 37), (0.0048484848484848485, 158), (0.0048484848484848485, 121), (0.0048484848484848485, 28), (0.0024242424242424242, 102)]
professors	58	[(0.43103448275862066, 90), (0.13793103448275862, 195), (0.13793103448275862, 164), (0.08620689655172414, 188), (0.06896551724137931, 13), (0.034482758620689655, 167), (0.034482758620689655, 134), (0.034482758620689655, 108), (0.034482758620689655, 12)]
structuring	102	[(0.38235294117647056, 19), (0.1568627450980392, 18), (0.0784313725490196, 198), (0.0784313725490196, 147), (0.06862745098039216, 32), (0.058823529411764705, 29), (0.049019607843137254, 121), (0.049019607843137254, 90), (0.049019607843137254, 33), (0.029411764705882353, 199)]
wolak@zia.stanford.edu	27	[(0.37037037037037035, 171), (0.25925925925925924, 92), (0.18518518518518517, 133), (0.14814814814814814, 48), (0.037037037037037035, 43)]
ovals	8	[(1.0, 76)]
disconnect	10	[(0.4, 127), (0.2, 185), (0.2, 183), (0.1, 170), (0.1, 4)]
jia	8	[(1.0, 24)]
jim	608	[(0.20723684210526316, 20), (0.13651315789473684, 167), (0.07894736842105263, 150), (0.0756578947368421, 60), (0.05921052631578947, 10), (0.05263157894736842, 137), (0.05263157894736842, 49), (0.049342105263157895, 114), (0.047697368421052634, 178), (0.029605263157894735, 44), (0.027960526315789474, 140), (0.02631578947368421, 155), (0.018092105263157895, 186), (0.01644736842105263, 161), (0.01644736842105263, 83), (0.01644736842105263, 55), (0.014802631578947368, 19), (0.013157894736842105, 81), (0.013157894736842105, 24), (0.009868421052631578, 144), (0.009868421052631578, 52), (0.008223684210526315, 6), (0.006578947368421052, 157), (0.006578947368421052, 108), (0.006578947368421052, 76)]
troubles	10	[(0.4, 165), (0.4, 100), (0.2, 60)]
troubled	8	[(0.5, 136), (0.375, 55), (0.125, 60)]
diprose	8	[(1.0, 0)]
purswell/enron@enronxgate	11	[(1.0, 148)]
recipients	11	[(0.36363636363636365, 94), (0.36363636363636365, 45), (0.2727272727272727, 141)]
chakib	5	[(1.0, 16)]
drilling	31	[(0.6129032258064516, 41), (0.2903225806451613, 108), (0.03225806451612903, 65), (0.03225806451612903, 50), (0.03225806451612903, 7)]
http://www.enterprisemanagement.com	12	[(1.0, 138)]
sorted	13	[(0.3076923076923077, 164), (0.23076923076923078, 57), (0.15384615384615385, 66), (0.15384615384615385, 29), (0.07692307692307693, 131), (0.07692307692307693, 45)]
probusiness	20	[(1.0, 135)]
instability	5	[(1.0, 70)]
quarter	163	[(0.37423312883435583, 41), (0.17791411042944785, 165), (0.10429447852760736, 169), (0.08588957055214724, 78), (0.06134969325153374, 106), (0.03680981595092025, 183), (0.03680981595092025, 171), (0.03067484662576687, 159), (0.024539877300613498, 121), (0.018404907975460124, 185), (0.018404907975460124, 142), (0.018404907975460124, 34), (0.012269938650306749, 0)]
