unigram	count	topics_list_with_scores
continents	6	[(1.0, 9)]
rush	10	[(1.0, 8)]
monopoly	17	[(0.7058823529411765, 1), (0.29411764705882354, 8)]
st,phane	8	[(1.0, 0)]
asst	20	[(0.85, 7), (0.15, 2)]
monopole	8	[(1.0, 0)]
trips	51	[(1.0, 7)]
leppard/lon/ect	18	[(0.7222222222222222, 6), (0.2777777777777778, 7)]
moritzburke	7	[(1.0, 5)]
substantially	16	[(0.5625, 6), (0.4375, 8)]
follow-up	82	[(0.5975609756097561, 3), (0.3780487804878049, 2), (0.024390243902439025, 0)]
watched	17	[(0.7647058823529411, 8), (0.23529411764705882, 7)]
cream	6	[(0.6666666666666666, 9), (0.3333333333333333, 2)]
ajello	6	[(1.0, 9)]
ideally	41	[(0.3902439024390244, 6), (0.36585365853658536, 1), (0.24390243902439024, 3)]
unparalleled	7	[(1.0, 8)]
vizsla	6	[(1.0, 0)]
puppy	5	[(1.0, 8)]
faxes	28	[(1.0, 6)]
wincenty	92	[(0.8369565217391305, 5), (0.16304347826086957, 0)]
gillis	14	[(0.8571428571428571, 7), (0.14285714285714285, 4)]
natalie	8	[(0.5, 5), (0.5, 4)]
sophos	55	[(1.0, 5)]
ocfo	6	[(1.0, 1)]
dyer	64	[(0.78125, 7), (0.21875, 1)]
caused	29	[(1.0, 8)]
causey	58	[(0.603448275862069, 7), (0.39655172413793105, 4)]
riskbrief	6	[(1.0, 1)]
conditionality	10	[(1.0, 6)]
scr	5	[(1.0, 4)]
crystal/corp/enron@enron	20	[(1.0, 2)]
end-users	10	[(0.8, 6), (0.2, 1)]
onpeak	8	[(1.0, 4)]
defaultable	8	[(1.0, 1)]
margain/corp/enron@enron	6	[(1.0, 2)]
midwest	32	[(1.0, 5)]
floated	6	[(1.0, 9)]
baton	30	[(1.0, 3)]
donahue	27	[(0.5185185185185185, 9), (0.48148148148148145, 4)]
moines	10	[(0.6, 3), (0.4, 1)]
sans	8	[(0.75, 0), (0.25, 5)]
jederzeit	8	[(1.0, 4)]
sand	7	[(1.0, 8)]
small	254	[(0.5118110236220472, 8), (0.1377952755905512, 3), (0.10236220472440945, 6), (0.0984251968503937, 5), (0.08661417322834646, 2), (0.06299212598425197, 0)]
quicker	6	[(1.0, 8)]
paso	136	[(0.4411764705882353, 9), (0.2867647058823529, 5), (0.16911764705882354, 7), (0.10294117647058823, 6)]
past	343	[(0.2565597667638484, 6), (0.22157434402332363, 8), (0.16909620991253643, 5), (0.13411078717201166, 1), (0.11661807580174927, 2), (0.04956268221574344, 3), (0.037900874635568516, 4), (0.014577259475218658, 7)]
displays	12	[(1.0, 5)]
pass	192	[(0.3489583333333333, 3), (0.265625, 2), (0.23958333333333334, 8), (0.125, 1), (0.020833333333333332, 0)]
investment	401	[(0.9027431421446384, 1), (0.06483790523690773, 8), (0.032418952618453865, 0)]
quicken	9	[(1.0, 9)]
pre-dinner	15	[(1.0, 1)]
full	462	[(0.18831168831168832, 7), (0.15367965367965367, 5), (0.14935064935064934, 6), (0.1406926406926407, 3), (0.13636363636363635, 1), (0.09740259740259741, 8), (0.08441558441558442, 0), (0.049783549783549784, 9)]
gandy	39	[(0.9743589743589743, 3), (0.02564102564102564, 4)]
november	642	[(0.29439252336448596, 7), (0.27258566978193144, 5), (0.16978193146417445, 2), (0.12149532710280374, 1), (0.06074766355140187, 9), (0.05451713395638629, 3), (0.0264797507788162, 8)]
hass	18	[(1.0, 3)]
valery	41	[(1.0, 1)]
experience	498	[(0.5461847389558233, 3), (0.3092369477911647, 1), (0.0783132530120482, 5), (0.05220883534136546, 6), (0.014056224899598393, 8)]
prior	221	[(0.4298642533936652, 1), (0.15384615384615385, 3), (0.1493212669683258, 7), (0.13574660633484162, 9), (0.12217194570135746, 5), (0.00904977375565611, 8)]
friday's	22	[(0.7727272727272727, 7), (0.22727272727272727, 8)]
tax-free	17	[(1.0, 8)]
depart	28	[(1.0, 7)]
retroactive	12	[(0.5833333333333334, 1), (0.4166666666666667, 5)]
realplayer	28	[(1.0, 5)]
silva	15	[(0.7333333333333333, 0), (0.26666666666666666, 9)]
attendance	41	[(0.5365853658536586, 7), (0.24390243902439024, 9), (0.21951219512195122, 4)]
morn	8	[(1.0, 7)]
mora	36	[(0.7777777777777778, 2), (0.2222222222222222, 7)]
door	84	[(1.0, 8)]
initiated	24	[(0.625, 1), (0.375, 8)]
company	1591	[(0.3117536140791955, 1), (0.29478315524827153, 8), (0.13953488372093023, 5), (0.12822124450031427, 3), (0.0917661847894406, 7), (0.0339409176618479, 6)]
corrected	25	[(0.84, 6), (0.16, 9)]
tested	37	[(0.6486486486486487, 6), (0.35135135135135137, 8)]
levent	12	[(1.0, 7)]
kloucek	7	[(1.0, 7)]
kaminski	4498	[(0.316140506891952, 3), (0.2678968430413517, 7), (0.21409515340151178, 2), (0.0673632725655847, 6), (0.04690973766118275, 4), (0.04201867496665185, 0), (0.025344597598932858, 9), (0.02023121387283237, 5)]
installing	8	[(0.75, 5), (0.25, 2)]
kaminsky	70	[(0.9428571428571428, 3), (0.05714285714285714, 7)]
learn	230	[(0.3652173913043478, 3), (0.23478260869565218, 1), (0.15217391304347827, 8), (0.15217391304347827, 7), (0.05652173913043478, 5), (0.0391304347826087, 9)]
dhar/corp/enron@enron	167	[(0.8383233532934131, 2), (0.16167664670658682, 6)]
przeprowadzam	6	[(1.0, 0)]
huge	93	[(0.40860215053763443, 8), (0.2903225806451613, 5), (0.21505376344086022, 1), (0.08602150537634409, 4)]
respective	39	[(0.38461538461538464, 5), (0.3333333333333333, 9), (0.28205128205128205, 7)]
enlarge	21	[(0.9047619047619048, 0), (0.09523809523809523, 5)]
dismissed	6	[(1.0, 8)]
dismisses	7	[(1.0, 8)]
intended	583	[(0.8113207547169812, 2), (0.07375643224699828, 6), (0.051457975986277875, 9), (0.030874785591766724, 8), (0.024013722126929673, 0), (0.008576329331046312, 5)]
variant	21	[(1.0, 5)]
lev.borodovsky@csfb.com	8	[(1.0, 4)]
james/enron@enronxgate	6	[(1.0, 2)]
internship--ph.d	8	[(1.0, 3)]
jiang	6	[(1.0, 3)]
o:\research	11	[(1.0, 6)]
eei's	7	[(1.0, 3)]
andras.marosi@bus.utexas.edu	13	[(1.0, 9)]
gamez-vazquez	13	[(1.0, 5)]
replied	24	[(0.8333333333333334, 8), (0.16666666666666666, 3)]
installed	54	[(0.9814814814814815, 5), (0.018518518518518517, 8)]
wide-ranging	6	[(1.0, 5)]
arnold/remote/eott@eott	8	[(1.0, 0)]
paper	988	[(0.3623481781376518, 1), (0.2651821862348178, 3), (0.13157894736842105, 6), (0.07793522267206478, 9), (0.0597165991902834, 5), (0.04149797570850203, 0), (0.03744939271255061, 8), (0.012145748987854251, 7), (0.012145748987854251, 2)]
scott	424	[(0.30660377358490565, 9), (0.23349056603773585, 6), (0.23349056603773585, 4), (0.22641509433962265, 8)]
signs	61	[(0.6229508196721312, 7), (0.3770491803278688, 8)]
karasinski	15	[(1.0, 0)]
bypass	6	[(0.6666666666666666, 2), (0.3333333333333333, 5)]
sauce	8	[(1.0, 0)]
focussed	24	[(1.0, 1)]
villarreal	32	[(1.0, 2)]
focusses	15	[(1.0, 1)]
chapman/hou/ect@ect	18	[(1.0, 4)]
courses	148	[(0.3783783783783784, 6), (0.3108108108108108, 1), (0.30405405405405406, 3), (0.006756756756756757, 2)]
repayment	10	[(1.0, 8)]
shocking	10	[(1.0, 8)]
reactions	45	[(1.0, 5)]
dennisf@wharton.upenn.edu	8	[(1.0, 7)]
pc's	11	[(1.0, 5)]
ashvin	7	[(1.0, 1)]
vince/stinson	6	[(1.0, 6)]
advertisers	8	[(1.0, 8)]
operation	81	[(0.5679012345679012, 5), (0.1728395061728395, 8), (0.14814814814814814, 9), (0.1111111111111111, 2)]
ernie	8	[(1.0, 9)]
research	3154	[(0.28059606848446417, 3), (0.18230818008877617, 1), (0.14457831325301204, 6), (0.14331008243500318, 7), (0.1391883322764743, 2), (0.0523145212428662, 5), (0.03772986683576411, 4), (0.016804058338617627, 9), (0.0031705770450221942, 0)]
donna.p.mcginnis@dynegy.com	8	[(1.0, 7)]
occurs	12	[(0.5833333333333334, 6), (0.4166666666666667, 5)]
bench's	18	[(1.0, 3)]
http://www.ssc.upenn.edu	41	[(1.0, 7)]
definition	50	[(0.84, 6), (0.16, 5)]
pairs	5	[(1.0, 1)]
pjm.com	6	[(1.0, 5)]
bestimmte	8	[(1.0, 4)]
government's	17	[(0.7058823529411765, 8), (0.29411764705882354, 5)]
sekse	7	[(1.0, 9)]
pedroza	5	[(1.0, 9)]
avec	17	[(1.0, 0)]
dfw	9	[(1.0, 0)]
mailto:listadmin@riskwaters.com	6	[(1.0, 1)]
risconsulting	6	[(1.0, 1)]
calculations	51	[(0.6078431372549019, 6), (0.2549019607843137, 8), (0.13725490196078433, 9)]
paul's	14	[(1.0, 6)]
ainsi	5	[(1.0, 0)]
interviewed	61	[(1.0, 3)]
interviewer	14	[(1.0, 3)]
kreatecd	12	[(1.0, 5)]
kudin	10	[(1.0, 3)]
organisations	12	[(1.0, 1)]
guarding	14	[(1.0, 5)]
sell	213	[(0.6619718309859155, 8), (0.14553990610328638, 5), (0.1267605633802817, 6), (0.06572769953051644, 1)]
mial	12	[(1.0, 0)]
recognizing	8	[(0.75, 1), (0.25, 9)]
sezgen@ees	25	[(1.0, 2)]
mends	14	[(1.0, 4)]
departmental	12	[(0.75, 3), (0.25, 5)]
all_ena_egm_eim	18	[(1.0, 9)]
dea.crum@enron.com	10	[(1.0, 9)]
virus	233	[(1.0, 5)]
deviations	8	[(1.0, 6)]
omaha	26	[(0.7307692307692307, 9), (0.2692307692307692, 8)]
andy@kalotay.com	18	[(1.0, 6)]
labbe	66	[(0.9090909090909091, 2), (0.09090909090909091, 9)]
barrel	76	[(0.5526315789473685, 8), (0.4473684210526316, 5)]
bulletin	21	[(0.6666666666666666, 8), (0.3333333333333333, 1)]
wording	11	[(1.0, 5)]
ugh	13	[(0.5384615384615384, 8), (0.46153846153846156, 6)]
robertwalters	8	[(1.0, 7)]
accommodations	21	[(0.9523809523809523, 7), (0.047619047619047616, 9)]
bookings	8	[(1.0, 7)]
naomi	5	[(1.0, 4)]
overwhelmed	12	[(0.6666666666666666, 3), (0.3333333333333333, 8)]
jedyne	5	[(1.0, 0)]
columns	29	[(0.4827586206896552, 6), (0.4482758620689655, 8), (0.06896551724137931, 2)]
notes.rtf	6	[(1.0, 7)]
sunny	8	[(1.0, 7)]
yeager	13	[(1.0, 4)]
remedy	13	[(0.5384615384615384, 5), (0.46153846153846156, 8)]
agreement.doc	6	[(1.0, 7)]
skamania	6	[(1.0, 7)]
tmarnol@lsu.edu	6	[(0.5, 3), (0.5, 0)]
adapts	6	[(1.0, 1)]
bytes	29	[(0.6551724137931034, 5), (0.3448275862068966, 1)]
gromb	15	[(1.0, 9)]
sojourn	12	[(1.0, 5)]
tanker	19	[(1.0, 9)]
prospectus	6	[(1.0, 1)]
mail-green.research.att.com	6	[(1.0, 0)]
collectively	13	[(0.8461538461538461, 9), (0.15384615384615385, 5)]
shower	10	[(0.6, 8), (0.4, 4)]
exchange	420	[(0.8, 1), (0.12142857142857143, 8), (0.05476190476190476, 5), (0.02142857142857143, 0), (0.002380952380952381, 9)]
przygotowujemy	8	[(1.0, 0)]
gordon.sick@rogroup.com	12	[(1.0, 7)]
sandherr/corp/enron@enron	10	[(0.6, 4), (0.4, 8)]
connection	88	[(0.6363636363636364, 5), (0.3409090909090909, 8), (0.022727272727272728, 2)]
sh-dh	12	[(1.0, 7)]
przede	14	[(1.0, 0)]
bell	29	[(0.8620689655172413, 8), (0.13793103448275862, 7)]
acted	8	[(1.0, 9)]
vngo@rice.edu	10	[(1.0, 3)]
originators	22	[(0.5454545454545454, 2), (0.2727272727272727, 9), (0.18181818181818182, 6)]
lucrative	10	[(0.6, 3), (0.4, 1)]
kulick	8	[(1.0, 7)]
nrg	5	[(1.0, 5)]
horn/hou/ect@ect	20	[(1.0, 4)]
sgoldfield@tmh.tmc.edu	8	[(1.0, 0)]
crenshaw	708	[(0.7146892655367232, 2), (0.2853107344632768, 7)]
exponential	9	[(0.7777777777777778, 5), (0.2222222222222222, 6)]
expanded	49	[(0.7346938775510204, 1), (0.2653061224489796, 6)]
empirical	58	[(0.6724137931034483, 1), (0.3275862068965517, 6)]
admire	16	[(1.0, 8)]
pressed	7	[(1.0, 3)]
chyba	11	[(1.0, 0)]
vol	107	[(0.9532710280373832, 6), (0.04672897196261682, 5)]
averaging	6	[(1.0, 5)]
von	12	[(1.0, 4)]
binding	83	[(1.0, 2)]
xiao	36	[(1.0, 3)]
weather.pdf	8	[(0.875, 6), (0.125, 0)]
fleischer	6	[(1.0, 8)]
nickname	10	[(0.8, 1), (0.2, 8)]
implement	72	[(0.2638888888888889, 1), (0.2222222222222222, 6), (0.2222222222222222, 2), (0.20833333333333334, 9), (0.08333333333333333, 5)]
infamous	5	[(1.0, 5)]
bundled	12	[(1.0, 9)]
franzen	7	[(1.0, 9)]
formulated	12	[(0.8333333333333334, 5), (0.16666666666666666, 8)]
cow-orker	8	[(1.0, 8)]
parents	40	[(0.375, 9), (0.275, 8), (0.175, 7), (0.175, 0)]
emergency	125	[(0.4, 5), (0.304, 8), (0.224, 7), (0.072, 1)]
couple	220	[(0.4090909090909091, 6), (0.33636363636363636, 3), (0.11363636363636363, 9), (0.09090909090909091, 8), (0.05, 5)]
individuals	91	[(0.42857142857142855, 1), (0.25274725274725274, 3), (0.18681318681318682, 2), (0.13186813186813187, 8)]
marquez	62	[(1.0, 2)]
alexandra	8	[(1.0, 7)]
methods	127	[(0.5433070866141733, 1), (0.4330708661417323, 6), (0.023622047244094488, 5)]
bounce	6	[(1.0, 9)]
and/or	324	[(0.2808641975308642, 2), (0.2037037037037037, 6), (0.1882716049382716, 3), (0.16358024691358025, 1), (0.12037037037037036, 7), (0.043209876543209874, 8)]
sharma	6	[(0.6666666666666666, 4), (0.3333333333333333, 2)]
kearns	40	[(1.0, 5)]
deliverables	26	[(0.34615384615384615, 9), (0.34615384615384615, 3), (0.3076923076923077, 1)]
deserved	71	[(1.0, 4)]
deserves	16	[(0.625, 8), (0.3125, 2), (0.0625, 6)]
yergin	10	[(1.0, 1)]
intl	24	[(0.75, 8), (0.25, 0)]
middleton	12	[(1.0, 8)]
zimin's	10	[(1.0, 2)]
contributor	10	[(1.0, 1)]
clustering	18	[(1.0, 6)]
uncertainties	20	[(0.9, 1), (0.1, 3)]
span	16	[(0.8125, 7), (0.1875, 5)]
spam	12	[(0.75, 8), (0.25, 5)]
iqbal@rice.edu	7	[(1.0, 7)]
gases	13	[(1.0, 9)]
stock/hou/ect@ect	8	[(1.0, 9)]
bios	19	[(0.7894736842105263, 5), (0.21052631578947367, 9)]
downloadable	9	[(0.4444444444444444, 8), (0.3333333333333333, 1), (0.2222222222222222, 7)]
spav	19	[(1.0, 9)]
opens	24	[(0.5833333333333334, 5), (0.3333333333333333, 8), (0.08333333333333333, 4)]
considerably	18	[(0.3888888888888889, 5), (0.3333333333333333, 6), (0.2777777777777778, 8)]
butler	16	[(0.5, 3), (0.3125, 5), (0.1875, 9)]
atlantic	21	[(0.5714285714285714, 5), (0.3333333333333333, 8), (0.09523809523809523, 9)]
considerable	18	[(0.5555555555555556, 1), (0.4444444444444444, 7)]
http://www.redhat.com/support/errata/rhsa	5	[(1.0, 5)]
e-copy	8	[(1.0, 6)]
maturity	26	[(0.6153846153846154, 6), (0.38461538461538464, 1)]
lc:snid	8	[(1.0, 7)]
chad	9	[(0.6666666666666666, 9), (0.3333333333333333, 4)]
influence	15	[(0.6666666666666666, 6), (0.3333333333333333, 1)]
chap	6	[(1.0, 6)]
diverse	27	[(0.6666666666666666, 1), (0.3333333333333333, 3)]
chat	100	[(0.61, 3), (0.36, 0), (0.03, 9)]
hayslett/fgt/enron@enron	6	[(1.0, 9)]
revision	20	[(0.45, 7), (0.45, 3), (0.1, 2)]
oblige	10	[(1.0, 4)]
reinsurance	32	[(1.0, 1)]
lane	84	[(0.5357142857142857, 7), (0.38095238095238093, 1), (0.08333333333333333, 8)]
land	28	[(0.5357142857142857, 7), (0.4642857142857143, 8)]
methodologies	58	[(0.896551724137931, 6), (0.10344827586206896, 3)]
geraldine	5	[(1.0, 4)]
whitepaper	18	[(1.0, 5)]
iif	7	[(1.0, 2)]
lans	5	[(1.0, 5)]
anchovy.lodo.exactis.com	8	[(1.0, 0)]
incorporate	49	[(0.7959183673469388, 6), (0.20408163265306123, 5)]
broaden	11	[(0.8181818181818182, 9), (0.18181818181818182, 6)]
cobalt	12	[(0.6666666666666666, 0), (0.3333333333333333, 5)]
broader	14	[(0.5714285714285714, 5), (0.42857142857142855, 6)]
vanstone@rice.edu	12	[(1.0, 0)]
turkish	21	[(0.7619047619047619, 6), (0.23809523809523808, 5)]
association's	5	[(1.0, 1)]
hoecker	22	[(1.0, 5)]
double-punched	8	[(1.0, 8)]
indicating	25	[(0.6, 8), (0.36, 3), (0.04, 7)]
peebles/et&s/enron@enron	8	[(1.0, 4)]
minerals	11	[(1.0, 8)]
harbor	12	[(0.5833333333333334, 6), (0.16666666666666666, 8), (0.16666666666666666, 5), (0.08333333333333333, 9)]
fewer	11	[(0.6363636363636364, 8), (0.36363636363636365, 6)]
world-class	6	[(1.0, 8)]
delainey/hou/ect@ect	14	[(1.0, 4)]
czeki	10	[(1.0, 0)]
video	187	[(0.47058823529411764, 8), (0.31016042780748665, 7), (0.12834224598930483, 9), (0.08021390374331551, 5), (0.0106951871657754, 4)]
gros/enron	12	[(1.0, 4)]
dynamics	79	[(0.6329113924050633, 6), (0.21518987341772153, 3), (0.1518987341772152, 1)]
victor	8	[(0.5, 4), (0.5, 1)]
multimedia	68	[(1.0, 5)]
flowing	19	[(0.5263157894736842, 5), (0.3684210526315789, 9), (0.10526315789473684, 6)]
khymberly	9	[(0.7777777777777778, 2), (0.2222222222222222, 9)]
researchers	37	[(0.8648648648648649, 1), (0.13513513513513514, 3)]
fifteen	15	[(1.0, 8)]
survey	119	[(0.42857142857142855, 5), (0.40336134453781514, 1), (0.16806722689075632, 6)]
doggett	6	[(1.0, 1)]
maket	12	[(1.0, 6)]
makes	264	[(0.4772727272727273, 6), (0.1893939393939394, 8), (0.12878787878787878, 5), (0.11363636363636363, 7), (0.09090909090909091, 3)]
maker	47	[(0.5319148936170213, 1), (0.46808510638297873, 6)]
rive	5	[(1.0, 1)]
eydeland	26	[(0.9615384615384616, 7), (0.038461538461538464, 6)]
confidence	47	[(0.44680851063829785, 8), (0.3404255319148936, 6), (0.2127659574468085, 5)]
mendoza	20	[(1.0, 9)]
physics	80	[(1.0, 3)]
eleven	10	[(0.6, 5), (0.4, 8)]
face-to-face	11	[(0.6363636363636364, 7), (0.36363636363636365, 5)]
pencil	13	[(1.0, 8)]
actuals	6	[(1.0, 9)]
baby	54	[(0.3888888888888889, 0), (0.3333333333333333, 4), (0.2777777777777778, 8)]
customer	393	[(0.7786259541984732, 5), (0.19338422391857507, 9), (0.027989821882951654, 3)]
paul.skurdahl@engageenergy.com	6	[(1.0, 2)]
itti	12	[(1.0, 5)]
bhavna	12	[(0.5833333333333334, 4), (0.4166666666666667, 2)]
integrating	11	[(0.8181818181818182, 7), (0.18181818181818182, 5)]
clients	176	[(0.6875, 1), (0.3125, 5)]
non-spinning	6	[(1.0, 5)]
process	710	[(0.35352112676056335, 6), (0.2746478873239437, 3), (0.1619718309859155, 5), (0.07183098591549296, 1), (0.07042253521126761, 8), (0.0676056338028169, 7)]
lock	11	[(1.0, 5)]
rode	19	[(0.8421052631578947, 0), (0.15789473684210525, 7)]
promotional	34	[(0.7647058823529411, 5), (0.23529411764705882, 6)]
reversion,?show	6	[(1.0, 6)]
educational	35	[(0.9142857142857143, 1), (0.08571428571428572, 5)]
comedy	5	[(0.4, 5), (0.2, 8), (0.2, 7), (0.2, 4)]
intelligent	63	[(0.6507936507936508, 1), (0.1746031746031746, 8), (0.1746031746031746, 5)]
paintball	6	[(1.0, 1)]
realized	37	[(0.5405405405405406, 8), (0.4594594594594595, 7)]
katja	14	[(0.7857142857142857, 0), (0.21428571428571427, 1)]
manpower	9	[(1.0, 9)]
robot	5	[(1.0, 8)]
gibner/hou/ect@ect	604	[(0.5645695364238411, 2), (0.3443708609271523, 6), (0.09105960264900662, 4)]
realizes	5	[(0.8, 6), (0.2, 1)]
houston	2078	[(0.5144369586140519, 7), (0.20933589990375362, 3), (0.1188642925890279, 6), (0.07170356111645813, 9), (0.04908565928777671, 1), (0.03657362848893166, 0)]
mute	5	[(1.0, 4)]
insight	74	[(0.7567567567567568, 1), (0.12162162162162163, 6), (0.12162162162162163, 3)]
mutt	6	[(1.0, 5)]
wife's	11	[(0.8181818181818182, 3), (0.18181818181818182, 8)]
perfect	72	[(0.3194444444444444, 2), (0.2777777777777778, 7), (0.19444444444444445, 8), (0.1527777777777778, 6), (0.027777777777777776, 4), (0.027777777777777776, 1)]
meantime	51	[(0.43137254901960786, 7), (0.29411764705882354, 3), (0.21568627450980393, 9), (0.058823529411764705, 1)]
enron@enr	9	[(1.0, 4)]
thieves	6	[(1.0, 2)]
derivative	170	[(0.5235294117647059, 1), (0.4764705882352941, 6)]
realize	78	[(0.5128205128205128, 3), (0.2564102564102564, 8), (0.16666666666666666, 7), (0.0641025641025641, 5)]
damian	6	[(1.0, 1)]
shortage	34	[(1.0, 5)]
shreve@cmu.edu	6	[(1.0, 3)]
glasses	6	[(0.6666666666666666, 8), (0.3333333333333333, 0)]
heated	14	[(1.0, 8)]
books	201	[(0.417910447761194, 1), (0.38308457711442784, 6), (0.19900497512437812, 8)]
shannon	28	[(0.8928571428571429, 4), (0.10714285714285714, 3)]
nazwisko	5	[(1.0, 0)]
fundamentally	13	[(0.6153846153846154, 1), (0.38461538461538464, 6)]
house.doc	8	[(1.0, 4)]
adaptive	10	[(1.0, 3)]
burke	14	[(1.0, 4)]
hyundai	12	[(1.0, 9)]
chillh	5	[(0.6, 7), (0.4, 0)]
wehadababy	7	[(1.0, 0)]
transferable	6	[(1.0, 3)]
length	23	[(0.391304347826087, 1), (0.34782608695652173, 6), (0.2608695652173913, 8)]
assumed	34	[(0.4411764705882353, 6), (0.29411764705882354, 8), (0.2647058823529412, 2)]
matthias	15	[(1.0, 9)]
vickers	5	[(1.0, 9)]
khanh	5	[(1.0, 9)]
billings	9	[(1.0, 9)]
http://www.stanford.edu/group/sia	6	[(1.0, 1)]
ordering	20	[(0.7, 8), (0.3, 7)]
backdoor	5	[(1.0, 5)]
interests	96	[(0.6979166666666666, 1), (0.22916666666666666, 3), (0.0625, 8), (0.010416666666666666, 4)]
enforcement	14	[(1.0, 5)]
vigorous	5	[(1.0, 8)]
europe's	10	[(1.0, 5)]
fqian@andrew.cmu.edu	14	[(1.0, 3)]
false	11	[(1.0, 6)]
tonight	96	[(0.4583333333333333, 2), (0.2708333333333333, 7), (0.17708333333333334, 9), (0.09375, 0)]
bradley/enron	6	[(1.0, 4)]
bakshi	6	[(1.0, 1)]
worldwide	119	[(0.6386554621848739, 1), (0.3025210084033613, 5), (0.058823529411764705, 9)]
lin/hou/ect@ect	155	[(0.9483870967741935, 2), (0.05161290322580645, 3)]
tompaidis	10	[(1.0, 7)]
so-called	15	[(1.0, 8)]
placement	32	[(1.0, 6)]
vittal	36	[(1.0, 7)]
thanksgiving	89	[(0.6292134831460674, 2), (0.3707865168539326, 7)]
greenhouse	13	[(0.6923076923076923, 7), (0.3076923076923077, 1)]
jay	109	[(0.8073394495412844, 4), (0.11009174311926606, 6), (0.08256880733944955, 9)]
jan	283	[(0.4840989399293286, 0), (0.2226148409893993, 7), (0.21554770318021202, 8), (0.07773851590106007, 6)]
entities	49	[(0.8571428571428571, 5), (0.14285714285714285, 1)]
tape	26	[(1.0, 8)]
jak	46	[(1.0, 0)]
riding	5	[(1.0, 3)]
jae	13	[(1.0, 9)]
albrecht/enron	10	[(1.0, 4)]
aep	19	[(0.7368421052631579, 5), (0.21052631578947367, 1), (0.05263157894736842, 4)]
aes	12	[(1.0, 5)]
aer	6	[(1.0, 6)]
taxes	51	[(0.5686274509803921, 8), (0.3137254901960784, 6), (0.11764705882352941, 9)]
stuff	98	[(0.41836734693877553, 9), (0.3163265306122449, 8), (0.2653061224489796, 5)]
frame	53	[(0.660377358490566, 3), (0.16981132075471697, 5), (0.11320754716981132, 9), (0.05660377358490566, 8)]
differentials	41	[(1.0, 5)]
swing_anal.doc	11	[(1.0, 7)]
taylor/corp/enron@enron	8	[(1.0, 9)]
nuclear	39	[(1.0, 5)]
dupre/hou/ect@ect	6	[(1.0, 4)]
bylo	27	[(1.0, 0)]
keynote	127	[(0.6614173228346457, 7), (0.33858267716535434, 1)]
communistes	6	[(1.0, 0)]
lawsuit	22	[(1.0, 8)]
marty	20	[(1.0, 4)]
whispered	7	[(1.0, 8)]
bristow	31	[(1.0, 7)]
boyer	8	[(1.0, 6)]
patrick.hanse@enron.com	10	[(1.0, 0)]
conclude	16	[(0.5625, 2), (0.4375, 8)]
mcurran@quantinleap.com	12	[(1.0, 9)]
undergraduate	59	[(1.0, 3)]
mailman	13	[(1.0, 5)]
kahl	15	[(1.0, 9)]
kahn	10	[(1.0, 7)]
yoram	6	[(1.0, 7)]
feather	5	[(0.6, 0), (0.4, 5)]
valuations	58	[(0.8448275862068966, 6), (0.15517241379310345, 0)]
saksena	13	[(1.0, 0)]
cvs	12	[(1.0, 3)]
scanned	8	[(0.75, 8), (0.25, 7)]
eaton	28	[(0.6428571428571429, 2), (0.35714285714285715, 7)]
deductible	8	[(1.0, 8)]
biggers	5	[(1.0, 4)]
rba	7	[(1.0, 5)]
nerc	5	[(1.0, 5)]
denial	11	[(1.0, 5)]
guerriero@enron_development	12	[(1.0, 2)]
nazywam	6	[(1.0, 0)]
paulo	409	[(0.6503667481662592, 2), (0.34963325183374083, 6)]
tanya's	23	[(0.8695652173913043, 6), (0.13043478260869565, 2)]
gibbs	5	[(1.0, 5)]
paula	177	[(0.768361581920904, 4), (0.23163841807909605, 9)]
external_corp	8	[(1.0, 0)]
denigrate	8	[(1.0, 9)]
diabetes	13	[(1.0, 9)]
audit	58	[(0.7413793103448276, 6), (0.25862068965517243, 8)]
shotgun	10	[(1.0, 7)]
patterns	52	[(0.5576923076923077, 1), (0.23076923076923078, 7), (0.21153846153846154, 5)]
pham	28	[(0.8928571428571429, 9), (0.10714285714285714, 4)]
audio	45	[(1.0, 5)]
powe	7	[(0.5714285714285714, 5), (0.42857142857142855, 8)]
newest	19	[(0.5263157894736842, 0), (0.42105263157894735, 7), (0.05263157894736842, 4)]
web	1006	[(0.452286282306163, 5), (0.24453280318091453, 3), (0.15308151093439365, 1), (0.07654075546719682, 8), (0.073558648111332, 0)]
wee	6	[(1.0, 1)]
wed	239	[(0.5941422594142259, 0), (0.30962343096234307, 7), (0.05439330543933055, 3), (0.04184100418410042, 8)]
wei	9	[(1.0, 2)]
wes	34	[(0.8235294117647058, 9), (0.17647058823529413, 4)]
crack	28	[(0.8928571428571429, 8), (0.10714285714285714, 6)]
http://www.iipower.com	12	[(1.0, 5)]
zimbabwe	10	[(1.0, 0)]
tick	18	[(1.0, 1)]
dlmurray@kpmg.com	6	[(1.0, 4)]
emma	60	[(0.9, 1), (0.1, 4)]
artykul	8	[(1.0, 0)]
grids	8	[(1.0, 5)]
espeak	22	[(1.0, 9)]
